name,mz,rt,MS2.spectrum.name,Candidate.number,Level,Compound.name,CAS.ID,HMDB.ID,KEGG.ID,Lab.ID,Adduct,mz.error,mz.match.score,RT.error,RT.match.score,CE,SS,Total.score,Database,super_class,class,sub_class
M135T542_POS,135.080361351274,542.124725341797,mz135.080266753105rt537.485334,1,2,"3,4-Dimethylbenzaldehyde",5973-71-7,NA,NA,NO07556,(M+H)+,0.5831172,0.999728,NA,NA,5,0.5366303,0.7102919,orbitrapDatabase0.0.1,NA,NA,NA
M135T752_POS,135.116737940533,752.412292480469,mz135.11690868307rt793.26738,1,2,Perillyl alcohol,536-59-4,HMDB0003634,C02452,M1550,(M+H-H2O)+,0.2717077,0.9999409,NA,NA,20,0.6381629,0.7738297,metlinDatabase0.0.1,Lipids and lipid-like molecules,Prenol lipids,Monoterpenoids
M136T104_POS,136.048106982611,104.135311126709,mz136.048141479492rt95.992008,1,2,1-Hydroxybenzotriazole,2592-95-2,NA,NA,MONA_913,(M+H)+,6.050751,0.9711355,NA,NA,15 (nominal),0.5464633,0.7057154,monaDatabase0.0.1,NA,NA,NA
M136T143_2_POS,136.075887626322,143.104995727539,mz136.075988769531rt132.405384,1,2,Norphenylephrine,536-21-0,NA,D08286,NO00079,(M+H-H2O)+,0.7219238,0.9995831,NA,NA,15,0.7323743,0.8325776,orbitrapDatabase0.0.1,Benzenoids,Phenols,1-hydroxy-4-unsubstituted benzenoids
M136T236_POS,136.039403512019,236.063346862793,mz136.039428710938rt219.677874,1,2,4-Nitroanisole,100-17-4,NA,C07555,NO00089,(M+H-H2O)+,0.3217773,0.9999172,NA,NA,5,0.4281109,0.6425383,orbitrapDatabase0.0.1,Benzenoids,Benzene and substituted derivatives,Nitrobenzenes
M136T282_POS,136.075743304759,281.695831298828,mz136.075836181641rt267.842772,1,2,2-Aminoacetophenone,NA,HMDB0032628,NA,MONA_14550,(M+H)+,0.3056841,0.9999252,NA,NA,HCD (NCE 20-30-40%),0.6005176,0.7502954,monaDatabase0.0.1,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds
M136T423_POS,136.075658650797,422.868988037109,mz136.075537556313rt412.168668,1,2,2-Phenylacetamide,103-81-1,HMDB0010715,C02505,NO07566,(M+H)+,0.4061092,0.9998681,NA,NA,20,0.7203756,0.8251853,orbitrapDatabase0.0.1,Benzenoids,Benzene and substituted derivatives,Phenylacetamides
M137T195_NEG,137.035239434808,194.62776184082,mz137.035384046853rt139.269642,1,2,Urocanic acid,104-98-3,HMDB0000301,C00785,S0242,(M-H)-,0.6148829,0.9996976,NA,NA,15,0.6841698,0.8024927,nistDatabase0.0.1,Organoheterocyclic compounds,Azoles,Imidazoles
M137T216_POS,137.045812991618,216.326667785645,mz137.045913696289rt205.694616,1,2,Hypoxanthine,NA,HMDB0000157,C00262,MONA_14934,(M+H)+,0.2573707,0.999947,NA,NA,HCD (NCE 20-30-40%),0.7766161,0.8603652,monaDatabase0.0.1,Organoheterocyclic compounds,Imidazopyrimidines,Purines and purine derivatives
M137T363_NEG,137.06063981045,362.655792236328,mz137.060651921505rt352.495194,1,2,4-Hydroxyphenethyl alcohol,501-94-0,HMDB0004284,C06044,NO07622,(M-H)-,0.3701962,0.9998904,NA,NA,15,0.534702,0.7091477,orbitrapDatabase0.0.1,Benzenoids,Phenols,Tyrosols and derivatives
M137T442_POS,137.059539459252,441.757904052734,mz137.059597511434rt423.372306,1,2,2-Hydroxyacetophenone,NA,NA,C07189,MONA_14559,(M+H)+,0.3299614,0.9999129,NA,NA,HCD (NCE 20-30-40%),0.6789901,0.7993362,monaDatabase0.0.1,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds
M137T508_POS,137.059678431257,508.289794921875,mz137.059592248346rt479.552292,1,2,(-)-Corey lactone diol,32233-40-2,NA,NA,NO00470,(M+H-2H2O)+,0.2693791,0.9999419,NA,NA,15,0.5147622,0.6967046,orbitrapDatabase0.0.1,NA,NA,NA
M138T100_POS,138.055013243164,100.267528533936,mz138.054983804575rt95.145414,1,2,N-methylnicotinate,NA,HMDB0000875,C01004,MassBank_15906,(M+H)+,0.04048856,0.9999987,NA,NA,50 % (nominal),0.7802897,0.8626806,massbankDatabase0.0.1,Alkaloids and derivatives,Not available,NA
M138T108_NEG,138.022842791108,108.259399414062,mz138.019406647418rt135.191682,1,2,3-Hydroxypicolinic acid,874-24-8,HMDB0013188,C18620,NO07647,(M-H)-,0.4833815,0.9998131,NA,NA,15,0.7972412,0.8732057,orbitrapDatabase0.0.1,Organoheterocyclic compounds,Pyridines and derivatives,Pyridinecarboxylic acids and derivatives
M138T175_POS,138.09133876444,175.148864746094,mz138.091226680119rt164.281224,1,2,Tyramine,51-67-2,HMDB0000306,C00483,S0124,(M+H)+,0.3332997,0.9999111,NA,NA,15,0.6351953,0.7719637,nistDatabase0.0.1,Benzenoids,Benzene and substituted derivatives,Phenethylamines
M138T690_1_POS,138.054934482211,690.169036865234,mz138.05479452754rt719.41596,1,2,3-Acetoxypyridine,17747-43-2,NA,NA,NO07604,(M+H)+,0.5136811,0.9997889,NA,NA,5,0.6351042,0.771861,orbitrapDatabase0.0.1,NA,NA,NA
M139T135_POS,139.002660774342,134.708679199219,mz139.002497317342rt148.814118,1,2,cis-Aconitate,585-84-2,HMDB0000072,C00417,L0027,(M+H-2H2O)+,0.1067066,0.9999909,NA,NA,40,0.6363142,0.772693,nistDatabase0.0.1,Organic acids and derivatives,Carboxylic acids and derivatives,Tricarboxylic acids and derivatives
M139T626_POS,139.111752050372,626.218811035156,mz139.111683297488rt623.97582,1,2,.gamma.-Nonalactone,104-61-0,HMDB0031531,NA,NO00149,(M+H-H2O)+,0.04175628,0.9999986,NA,NA,10,0.4316391,0.6447739,orbitrapDatabase0.0.1,Organoheterocyclic compounds,Lactones,Gamma butyrolactones
M139T717_POS,139.148123419601,716.677429199219,mz139.148239135742rt738.537,1,2,cis-4-Decenol,57074-37-0,HMDB0032206,NA,n00444,(M+H-H2O)+,0.3228394,0.9999166,NA,NA,20,0.6486669,0.7803855,nistDatabase0.0.1,Lipids and lipid-like molecules,Fatty Acyls,Fatty alcohols
M140T214_POS,140.034367411815,213.863235473633,mz140.034103290079rt220.805196,1,2,6-Hydroxynicotinic acid,5006-66-6,HMDB0002658,C01020,S0263,(M+H)+,0.3417748,0.9999066,NA,NA,10,0.5582324,0.7238602,nistDatabase0.0.1,Organoheterocyclic compounds,Pyridines and derivatives,Pyridinecarboxylic acids and derivatives
M140T297_POS,140.016482275122,296.850402832031,mz140.016645051175rt282.502404,1,2,3-Pyridinol,109-00-2,NA,NA,MONA_11043,(M-H+2Na)+,20.57818,0.712647,NA,NA,35  (nominal),0.4488306,0.5477618,monaDatabase0.0.1,NA,NA,NA
M141T110_POS,141.065746706099,110.093055725098,mz141.065934073018rt96.800328,1,1,1-Methyl-4-imidazoleacetic acid,NA,HMDB0002820,C05828,RPLC_164,(M+H)+,0.1401825,0.9999843,63.80033,0.7778168,NCE25,0.6984045,0.7936525,msDatabase_rplc0.0.1,Organoheterocyclic compounds,Azoles,Imidazoles
M141T510_NEG,141.09202425418,509.766159057617,mz141.091856372698rt548.22339,1,2,trans-2-Octenoic acid,1871-67-6,HMDB0001568,NA,S0300,(M-H)-,0.5590683,0.99975,NA,NA,10,0.5846747,0.7403279,nistDatabase0.0.1,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates
M142T162_NEG,142.050809293576,161.880767822266,mz142.050783668342rt178.403982,1,2,N-Methyl-L-glutamate,NA,NA,C01046,M1401,(M-H2O-H)-,0.2908291,0.9999323,NA,NA,20,0.4146196,0.6341119,metlinDatabase0.0.1,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
M142T265_POS,142.086212961493,265.231842041016,mz142.086139975277rt251.777448,1,2,Ethosuximide,77-67-8,HMDB0014731,C07505,NO07665,(M+H)+,0.4000618,0.999872,NA,NA,5,0.5601609,0.7250526,orbitrapDatabase0.0.1,Organoheterocyclic compounds,Pyrrolidines,Pyrrolidones
M142T403_POS,142.086346750383,402.9326171875,mz142.086189734944rt385.046376,1,2,Acetyl-DL-Valine,3067-19-4,HMDB0011757,NA,M1589,(M+H-H2O)+,0.02566264,0.9999995,NA,NA,30,0.6623464,0.7889663,metlinDatabase0.0.1,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
M143T132_POS,143.117913740225,131.807998657227,mz143.118087768555rt116.79021,1,2,N-(4-Piperidinyl)acetamide,5810-56-0,NA,NA,NO07692,(M+H)+,0.4694214,0.9998237,NA,NA,10,0.6941302,0.8087653,orbitrapDatabase0.0.1,NA,NA,NA
M143T281_NEG,143.071165670728,281.489944458008,mz143.071141161357rt262.048224,1,2,cis-4-Hydroxycyclohexanecarboxylic acid,3685-22-1,NA,NA,NO07703,(M-H)-,0.3970966,0.9998739,NA,NA,15,0.7216649,0.8259933,orbitrapDatabase0.0.1,NA,NA,NA
M143T561_POS,143.106703010921,561.058715820312,mz143.106456978121rt526.327542,1,2,.delta.-Octalactone,698-76-0,HMDB0038310,NA,NO07689,(M+H)+,0.6075547,0.9997047,NA,NA,10,0.5508994,0.7192014,orbitrapDatabase0.0.1,Organoheterocyclic compounds,Lactones,Delta valerolactones
M144T128_NEG,144.066356440038,128.380676269531,mz144.066436786086rt149.570574,1,2,Isobutyrylglycine,15926-18-8,HMDB0000730,NA,L0206,(M-H)-,0.3830348,0.9998826,NA,NA,10,0.5753792,0.734568,nistDatabase0.0.1,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
M144T203_NEG,144.06653044973,202.858413696289,mz144.066386749368rt222.613266,1,2,4-Acetamidobutyric acid,NA,NA,C02946,MONA_15475,(M-H)-,0.5161566,0.9997869,NA,NA,HCD (NCE 20-30-40%),0.733117,0.8331182,monaDatabase0.0.1,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
M144T224_POS,144.065553420463,224.116149902344,mz144.065405514408rt178.131774,1,2,DL-2-Aminoadipic acid,542-32-5,HMDB0000510,NA,L0090,(M+H-H2O)+,0.261214,0.9999454,NA,NA,20,0.6349582,0.7718284,nistDatabase0.0.1,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
M144T343_POS,144.080718430708,343.487152099609,mz144.080963819104rt360.364326,1,2,1-Naphthylamine,134-32-7,NA,C14790,MONA_11021,(M+H)+,0.4113278,0.9998647,NA,NA,35  (nominal),0.7459614,0.8411751,monaDatabase0.0.1,Benzenoids,Naphthalenes,NA
M144T417_NEG,144.045328477797,417.298583984375,mz144.045211791992rt362.832924,1,2,Indole-3-carboxaldehyde,NA,NA,C08493,MONA_15752,(M-H)-,0.63013,0.9996824,NA,NA,HCD (NCE 20-30-40%),0.653033,0.7830265,monaDatabase0.0.1,Organoheterocyclic compounds,Indoles and derivatives,Indoles
M145T137_POS,145.133379867346,136.86994934082,mz145.133635483823rt127.845696,1,2,N-Acetylcadaverine,32343-73-0,HMDB0002284,NA,S0249,(M+H)+,0.1887096,0.9999715,NA,NA,25,0.7106034,0.8191164,nistDatabase0.0.1,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acid derivatives
M145T212_POS,145.049460884673,211.660873413086,mz145.049399692096rt190.377156,1,2,"trans-2-Butene-1,4-dicarboxylic acid",4436-74-2,HMDB0000393,NA,NO07704,(M+H)+,0.5007698,0.9997994,NA,NA,5,0.6464925,0.7789826,orbitrapDatabase0.0.1,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates
M145T309_NEG,145.050708394266,309.341842651367,mz145.050435181279rt342.743376,1,2,Adipic acid,124-04-9,HMDB0000448,C06104,S0173,(M-H)-,0.4370468,0.9998472,NA,NA,25,0.7256238,0.8284576,nistDatabase0.0.1,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates
M145T426_NEG,145.061708456927,425.964736938477,mz145.061659722209rt412.16952,1,2,L-Glutamine,56-85-9,HMDB0000641,C00064,NO07731,(M-H)-,0.3506945,0.9999016,NA,NA,15,0.7987556,0.8741853,orbitrapDatabase0.0.1,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
M145T589_POS,145.064763908576,588.802917480469,mz145.064684130201rt608.36034,1,2,2-Methylcinnamic acid,2373-76-4,NA,NA,NO00280,(M+H-H2O)+,0.2896745,0.9999329,NA,NA,35,0.5775311,0.7359318,orbitrapDatabase0.0.1,NA,NA,NA
M145T95_NEG,145.014072479422,95.2164916992188,mz145.014089455546rt121.633398,1,1,?-Ketoglutaric acid,NA,NA,NA,RPLC_166,(M-H)-,0.3388611,0.9999081,88.6334,0.6157398,NCE25,0.5532947,0.6805593,msDatabase_rplc0.0.1,NA,NA,NA
M146T110_POS,146.092165814074,109.67561340332,mz146.092408553275rt94.87845,1,1,Gamma-Guanidinobutyric acid,NA,HMDB0003464,C01035,RPLC_81,(M+H)+,0.02138319,0.9999996,61.87845,0.7895008,NCE25,0.437033,0.6658916,msDatabase_rplc0.0.1,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
M146T124_POS,146.117393649985,124.399322509766,mz146.11771146365rt113.213334,1,2,N-Methyl-L-leucine,3060-46-6,NA,NA,NO07713,(M+H)+,0.2786591,0.9999379,NA,NA,5,0.4197865,0.6373433,orbitrapDatabase0.0.1,NA,NA,NA
M146T175_POS,146.081095715663,175.307754516602,mz146.081058234508rt214.295484,1,2,4-Acetamidobutanoate,NA,HMDB0003681,C02946,MONA_18000,(M+H)+,0.3374437,0.9999089,NA,NA,10,0.722873,0.8267615,monaDatabase0.0.1,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
M146T299_POS,146.081106453475,299.235733032227,mz146.081034642086rt283.03674,1,2,N-Isobutyrylglycine,15926-18-8,HMDB0000730,NA,NO07716,(M+H)+,0.4133948,0.9998633,NA,NA,10,0.5816772,0.738497,orbitrapDatabase0.0.1,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
M146T372_POS,146.060046346294,372.014862060547,mz146.059935115838rt321.599682,1,2,Indole-6-carboxaldehyde,1196-70-9,NA,NA,NO07720,(M+H)+,0.4122104,0.9998641,NA,NA,10,0.7180099,0.8237052,orbitrapDatabase0.0.1,NA,NA,NA
M146T514_POS,146.060031819399,513.927185058594,mz146.060212497088rt456.770844,1,2,Isoquinolone,491-30-5,NA,C06324,MONA_18739,(M+H)+,0.3716327,0.9998895,NA,NA,61.67 % (nominal),0.7463405,0.8414214,monaDatabase0.0.1,Organoheterocyclic compounds,Isoquinolines and derivatives,Isoquinolones and derivatives
M146T98_NEG,146.045665438365,97.764533996582,mz146.045608520508rt109.182552,1,2,Citraconic acid,498-23-7,HMDB0000634,C02226,S0076,(M+NH4-2H)-,0.7536987,0.9995457,NA,NA,10,0.5019206,0.68853,nistDatabase0.0.1,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates
M147T260_NEG,147.065986379386,259.723220825195,mz147.066133277132rt253.789674,1,2,Mevalonic acid,150-97-0,HMDB0000227,C00418,NO07757,(M-H)-,0.4168072,0.999861,NA,NA,5,0.5373354,0.7107825,orbitrapDatabase0.0.1,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates
M147T296_POS,147.04738197825,296.044387817383,mz147.044298273798rt355.389564,1,2,4-Hydroxycinnamic acid,7400-08-0,HMDB0002035,C00811,shen_2388_HMDB02035,(M+H-H2O)+,0.6353795,0.9996771,NA,NA,Unknown_1,0.7388577,0.836665,hmdbDatabase0.0.1,Phenylpropanoids and polyketides,Cinnamic acids and derivatives,Hydroxycinnamic acids and derivatives
M147T423_POS,147.076375821808,422.875350952148,mz147.076273384816rt414.149496,1,2,Glutamine,NA,HMDB0000641,C00064,MONA_19187,(M+H)+,0.421988,0.9998576,NA,NA,10,0.7249444,0.8280369,monaDatabase0.0.1,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
M147T432_POS,147.044119510937,432.367340087891,mz147.044235229492rt386.975562,1,2,p-Coumaric acid,501-98-4,HMDB0002035,C00811,M0367,(M+H-H2O)+,0.5880737,0.9997234,NA,NA,30,0.7346695,0.8340647,metlinDatabase0.0.1,Phenylpropanoids and polyketides,Cinnamic acids and derivatives,Hydroxycinnamic acids and derivatives
M147T89_NEG,147.029696262224,89.3386764526367,mz147.029683293562rt148.222692,1,2,Citramalic acid,597-44-4 (1030365-02-6),HMDB0000426,C00815,S0222,(M-H)-,0.4667661,0.9998257,NA,NA,25,0.7328435,0.8329618,nistDatabase0.0.1,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates
M148T285_POS,148.112029119917,284.960571289062,mz148.112228393555rt325.744938,1,2,Ephedrine,299-42-3,HMDB0015451,C01575,shen_4444_HMDB15451,(M+H-H2O)+,0.4107164,0.9998651,NA,NA,Unknown_10,0.6901368,0.8062849,hmdbDatabase0.0.1,Benzenoids,Benzene and substituted derivatives,Phenylpropanes
M148T493_POS,148.07570817314,493.193710327148,mz148.075836181641rt488.747868,1,2,3-Methyloxyindole,NA,NA,C02366,MONA_14613,(M+H)+,0.3056841,0.9999252,NA,NA,HCD (NCE 20-30-40%),0.6679957,0.7924693,monaDatabase0.0.1,Organoheterocyclic compounds,Indoles and derivatives,Indolines
M149T289_POS,149.063260667696,289.226028442383,mz149.059860229492rt291.331776,1,2,DL-3-Phenyllactic acid,828-01-3,HMDB0000779,NA,L0191,(M+H-H2O)+,0.4005737,0.9998716,NA,NA,30,0.6001524,0.7500471,nistDatabase0.0.1,Phenylpropanoids and polyketides,Phenylpropanoic acids,NA
M149T426_POS,149.023170114633,426.037872314453,mz149.023468017578rt415.91847,1,2,Phthalic anhydride,85-44-9,NA,NA,NO07758,(M+H)+,0.4200439,0.9998589,NA,NA,10,0.7230497,0.8268532,orbitrapDatabase0.0.1,NA,NA,NA
M149T490_POS,149.096045212378,490.435913085938,mz149.096282958984rt511.545522,1,2,Cuminaldehyde,122-03-2,HMDB0002214,C06577,NO07760,(M+H)+,0.4573975,0.9998326,NA,NA,5,0.584653,0.7403453,orbitrapDatabase0.0.1,Lipids and lipid-like molecules,Prenol lipids,Monoterpenoids
M149T593_POS,149.132462149849,592.839202880859,mz149.132736206055rt596.205306,1,2,6-Hexyltetrahydro-2H-pyran-2-one,710-04-3,HMDB0036784,NA,shen_5280_HMDB36784,(M+H-2H2O)+,0.7658051,0.9995309,NA,NA,Unknown_2,0.4241927,0.6399445,hmdbDatabase0.0.1,Organoheterocyclic compounds,Lactones,Delta valerolactones
M149T682_POS,149.023295127955,682.049468994141,mz149.023529052734rt702.17448,1,2,Phthalic acid,88-99-3,HMDB0002107,C01606,n00525,(M+H-H2O)+,0.5476318,0.9997601,NA,NA,20,0.733457,0.8333207,nistDatabase0.0.1,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives
M150T125_POS,150.018613869708,124.884307861328,mz150.018750437052rt115.137072,1,2,Quinolinic acid,NA,HMDB0000232,C03722,MONA_15220,(M+H-H2O)+,0.4819926,0.9998142,NA,NA,HCD (NCE 20-30-40%),0.6865579,0.804029,monaDatabase0.0.1,Organoheterocyclic compounds,Pyridines and derivatives,Pyridinecarboxylic acids and derivatives
M150T131_POS,150.077444429544,131.224906921387,mz150.077544775291rt120.097692,1,1,1-Methyladenine,NA,NA,C02216,RPLC_154,(M+H)+,0.2494382,0.9999502,0.8539242,0.999955,NCE50,0.711655,0.8558038,msDatabase_rplc0.0.1,Organoheterocyclic compounds,Imidazopyrimidines,Purines and purine derivatives
M150T135_POS,150.058315574687,134.61888885498,mz150.058349609375rt124.665318,1,2,L-Methionine,63-68-3,HMDB0000696,C00073,S0057,(M+H)+,9.765625e-4,1,NA,NA,25,0.7458495,0.8411559,nistDatabase0.0.1,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
M150T205_NEG,150.055638292172,204.843795776367,mz150.055999755859rt229.805358,1,2,Acetominophen,NA,NA,C06804,MONA_15532,(M-H)-,0.07193035,0.9999959,NA,NA,HCD (NCE 20-30-40%),0.7238814,0.8274243,monaDatabase0.0.1,Benzenoids,Phenols,1-hydroxy-2-unsubstituted benzenoids
M150T348_POS,150.055018532568,347.618927001953,mz150.05517578125rt305.522424,1,2,2-Amino-3-methoxybenzoic acid,3177-80-8,HMDB0060374,C05831,NO00352,(M+H-H2O)+,0.6894531,0.9996198,NA,NA,15,0.710115,0.8186793,orbitrapDatabase0.0.1,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives
M151T150_POS,151.039038657619,149.618469238281,mz151.039154052734rt141.779952,1,2,p-Hydroxymandelic acid,1198-84-1,HMDB0000822,C12457,M1302,(M+H-H2O)+,0.3851318,0.9998813,NA,NA,30,0.5342026,0.7088321,metlinDatabase0.0.1,Benzenoids,Phenols,1-hydroxy-2-unsubstituted benzenoids
M151T226_NEG,151.05892706968,225.55623626709,mz151.060898559244rt217.31733,1,2,D-Arabitol,488-82-4,HMDB0000568,C01904,shen_1005_HMDB00568,(M-H)-,0.6873369,0.9996221,NA,NA,Unknown_2,0.7157667,0.8222125,hmdbDatabase0.0.1,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates
M151T302_NEG,151.039971533024,301.648834228516,mz151.039712110335rt346.798278,1,2,Vanillin,NA,NA,C00755,MONA_17528,(M-H)-,0.8300142,0.999449,NA,NA,35,0.6978517,0.8109507,monaDatabase0.0.1,Benzenoids,Phenols,Methoxyphenols
M151T366_POS,151.039109911595,366.177917480469,mz151.039156770838rt340.434318,1,2,2-Hydroxy-4-methoxybenzoic acid,2237-36-7,HMDB0131176,NA,NO00368,(M+H-H2O)+,0.3919271,0.9998771,NA,NA,20,0.7694614,0.8558673,orbitrapDatabase0.0.1,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives
M151T397_NEG,151.039955883921,396.737823486328,mz151.039749145508rt446.852586,1,2,3-Hydroxyphenylacetic acid,621-37-4,HMDB0000440,C05593,S0180,(M-H)-,0.7521362,0.9995475,NA,NA,15,0.7432325,0.8393506,nistDatabase0.0.1,Benzenoids,Phenols,1-hydroxy-4-unsubstituted benzenoids
M151T589_POS,151.075340807351,589.164276123047,mz151.075542123592rt592.759182,1,2,4-Piperidinecarboxamide,39546-32-2,NA,NA,MONA_18221,(M+Na)+,21.8022,0.6836776,NA,NA,10,0.6503076,0.6628213,monaDatabase0.0.1,NA,NA,NA
M151T644_POS,151.111726493925,643.795593261719,mz151.111953735352rt647.85858,1,2,(-)-Myrtenal,18486-69-6,NA,NA,NO07813,(M+H)+,0.3843384,0.9998818,NA,NA,10,0.6772999,0.7982681,orbitrapDatabase0.0.1,NA,NA,NA
M151T751_POS,151.111710934672,751.496704101562,mz151.111877441406rt773.4546,1,2,Jasmine lactone,25524-95-2,HMDB0033700,NA,n00532,(M+H-H2O)+,0.3686035,0.9998913,NA,NA,20,0.4421172,0.6512825,nistDatabase0.0.1,Organoheterocyclic compounds,Lactones,Delta valerolactones
M152T128_POS,152.054048896737,127.976615905762,mz152.056883567876rt116.924958,1,2,Guanine,NA,HMDB0000132,C00242,MONA_14913,(M+H)+,0.4344697,0.999849,NA,NA,HCD (NCE 20-30-40%),0.632362,0.7701696,monaDatabase0.0.1,Organoheterocyclic compounds,Imidazopyrimidines,Purines and purine derivatives
M152T232_NEG,152.035193763881,232.134994506836,mz152.035036032414rt291.563262,1,2,3-Hydroxyanthranilic acid,548-93-6,HMDB0001476,C00632,shen_1944_HMDB01476,(M-H)-,0.6426565,0.9996696,NA,NA,Unknown_1,0.7292339,0.8306473,hmdbDatabase0.0.1,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives
M153T147_POS,153.040819555836,147.487098693848,mz153.040817219132rt133.21371,1,1,Xanthine,NA,HMDB0000292,C00385,RPLC_156,(M+H)+,0.2280478,0.9999584,88.21371,0.6185673,NCE25,0.7048972,0.75708,msDatabase_rplc0.0.1,Organoheterocyclic compounds,Imidazopyrimidines,Purines and purine derivatives
M153T229_NEG,153.019447167347,228.798721313477,mz153.019194554555rt250.525578,1,2,"3,4-Dihydroxybenzoic acid",NA,NA,C00230,MONA_15434,(M-H)-,0.2852936,0.9999349,NA,NA,HCD (NCE 20-30-40%),0.7096813,0.8185264,monaDatabase0.0.1,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives
M153T233_POS,153.065830098472,233.471008300781,mz153.06566970721rt208.058772,1,2,Nudifloramide,701-44-0,HMDB0004193,C05842,NO00035,(M+H)+,0.575732,0.9997349,NA,NA,15,0.7535487,0.8458685,orbitrapDatabase0.0.1,Organoheterocyclic compounds,Pyridines and derivatives,Pyridinecarboxylic acids and derivatives
